id,block_name,week_start_date,week_number,day_number,workout_date,exercise_name,record_type,sets,reps,load,load_instruction,rpe,notes,processed_at
Block4_DBKBRows(chestoninclinebench)_w1_d4_actual_1751436331547,Block 4,430/315/450,1,4,430/315/450,DB/KB Rows (chest on incline bench),actual,,55,7,,3,12,2025-07-02T06:05:31.547202+00:00
Block4_SeatedDBShoulderPress_w1_d4_prescribed_1751436331547,Block 4,430/315/450,1,4,430/315/450,Seated DB Shoulder Press,prescribed,,Seated DB Shoulder Press,,3,6-10,,2025-07-02T06:05:31.547204900+00:00
Block4_SeatedDBShoulderPress_w1_d4_actual_1751436331547,Block 4,430/315/450,1,4,430/315/450,Seated DB Shoulder Press,actual,,55,7,,3,10,2025-07-02T06:05:31.547207700+00:00
Block4_SumoDeadliftswbelt_w1_d5_prescribed_1751436331547,Block 4,430/315/450,1,5,430/315/450,Sumo Deadlifts w/belt ,prescribed,,Sumo Deadlifts w/belt,,1,1,,2025-07-02T06:05:31.547213300+00:00
Block4_SumoDeadliftswbelt_w1_d5_actual_1751436331547,Block 4,430/315/450,1,5,430/315/450,Sumo Deadlifts w/belt ,actual,,483,8,,1,1,2025-07-02T06:05:31.547216300+00:00
Block4_SumoDeadliftswbelt_w1_d5_prescribed_1751436331547,Block 4,430/315/450,1,5,430/315/450,Sumo Deadlifts w/belt ,prescribed,,Sumo Deadlifts w/belt,,3,4,,2025-07-02T06:05:31.547220400+00:00
Block4_SumoDeadliftswbelt_w1_d5_actual_1751436331547,Block 4,430/315/450,1,5,430/315/450,Sumo Deadlifts w/belt ,actual,,420,7,,3,4,2025-07-02T06:05:31.547223300+00:00
Block4_FeetUpCloseGripBench_w1_d5_prescribed_1751436331547,Block 4,430/315/450,1,5,430/315/450,Feet Up Close Grip Bench,prescribed,,Feet Up Close Grip Bench,,3,6-10,,2025-07-02T06:05:31.547226100+00:00
Block4_FeetUpCloseGripBench_w1_d5_actual_1751436331547,Block 4,430/315/450,1,5,430/315/450,Feet Up Close Grip Bench,actual,,240,7,,3,8,2025-07-02T06:05:31.547229+00:00
Block4_WeightedPullups_w1_d5_prescribed_1751436331547,Block 4,430/315/450,1,5,430/315/450,Weighted Pullups,prescribed,,Weighted Pullups,,3,4-6,,2025-07-02T06:05:31.547231500+00:00
Block4_WeightedPullups_w1_d5_actual_1751436331547,Block 4,430/315/450,1,5,430/315/450,Weighted Pullups,actual,,55,7,,3,4,2025-07-02T06:05:31.547234200+00:00
Block4_HeelElevatedGobletSquats_w1_d5_prescribed_1751436331547,Block 4,430/315/450,1,5,430/315/450,Heel Elevated Goblet Squats,prescribed,,Heel Elevated Goblet Squats,,3,12-15,,2025-07-02T06:05:31.547237100+00:00
Block4_HeelElevatedGobletSquats_w1_d5_actual_1751436331547,Block 4,430/315/450,1,5,430/315/450,Heel Elevated Goblet Squats,actual,,45,7,,3,15,2025-07-02T06:05:31.547240200+00:00
Block4_LowbarSquatswbelt_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Lowbar Squats w/belt,prescribed,1,1,,find/add 5-10,8,,2025-07-02T06:05:31.547246500+00:00
Block4_LowbarSquatswbelt_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Lowbar Squats w/belt,actual,1,1,463,,8,,2025-07-02T06:05:31.547249500+00:00
Block4_LowbarSquatswbelt_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Lowbar Squats w/belt,prescribed,3,5,,base on above,7,,2025-07-02T06:05:31.547252500+00:00
Block4_LowbarSquatswbelt_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Lowbar Squats w/belt,actual,3,5,385,,6.5,,2025-07-02T06:05:31.547255600+00:00
Block4_1sPauseBenchPress_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,1s Pause Bench Press,prescribed,1,1,,find/add 5,8,,2025-07-02T06:05:31.547258400+00:00
Block4_1sPauseBenchPress_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,1s Pause Bench Press,actual,1,1,352,,8.5,,2025-07-02T06:05:31.547261100+00:00
Block4_1sPauseBenchPress_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,1s Pause Bench Press,prescribed,3,4,,base on above,7,,2025-07-02T06:05:31.547265+00:00
Block4_1sPauseBenchPress_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,1s Pause Bench Press,actual,3,6,270,,6,,2025-07-02T06:05:31.547267700+00:00
Block4_PendlayRows_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Pendlay Rows,prescribed,3,6-10,,,8,,2025-07-02T06:05:31.547270300+00:00
Block4_PendlayRows_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Pendlay Rows,actual,3,8,155,,7,,2025-07-02T06:05:31.547272800+00:00
Block4_BulgarianSplitSquats(rearfootelevated)_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Bulgarian Split Squats (rear foot elevated),prescribed,2,8-12,,,7,,2025-07-02T06:05:31.547276100+00:00
Block4_BulgarianSplitSquats(rearfootelevated)_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Bulgarian Split Squats (rear foot elevated),actual,3,10,40,,7,,2025-07-02T06:05:31.547279100+00:00
Block4_HangingLegRaises_w5_d1_prescribed_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Hanging Leg Raises,prescribed,3,up to RPE,,,7,,2025-07-02T06:05:31.547281700+00:00
Block4_HangingLegRaises_w5_d1_actual_1751436331547,Block 4,8/21/2022,5,1,8/21/2022,Hanging Leg Raises,actual,3,15,,,7,,2025-07-02T06:05:31.547284300+00:00
Block4_1sPauseBenchPress_w5_d3_prescribed_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,1s Pause Bench Press,prescribed,4,3,,base on day 1 e1RM,7,,2025-07-02T06:05:31.547291100+00:00
Block4_1sPauseBenchPress_w5_d3_actual_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,1s Pause Bench Press,actual,4,3,315,,7.5,,2025-07-02T06:05:31.547293800+00:00
Block4_ConventinalDeadliftswbelt_w5_d3_prescribed_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Conventinal Deadlifts w/belt,prescribed,4,2,,415,6-7,,2025-07-02T06:05:31.547297+00:00
Block4_ConventinalDeadliftswbelt_w5_d3_actual_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Conventinal Deadlifts w/belt,actual,4,2,415,,6,,2025-07-02T06:05:31.547299700+00:00
Block4_Pullups_w5_d3_prescribed_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Pullups,prescribed,3,up to RPE,,,7,,2025-07-02T06:05:31.547302200+00:00
Block4_Pullups_w5_d3_actual_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Pullups,actual,3,15,,,7,,2025-07-02T06:05:31.547304500+00:00
Block4_BarbellRDLs_w5_d3_prescribed_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Barbell RDLs,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.547308100+00:00
Block4_BarbellRDLs_w5_d3_actual_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Barbell RDLs,actual,3,10,135,,7,,2025-07-02T06:05:31.547310600+00:00
Block4_Dips(canbeweighted)_w5_d3_prescribed_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Dips (can be weighted),prescribed,3,8-12,,,7,,2025-07-02T06:05:31.547313500+00:00
Block4_Dips(canbeweighted)_w5_d3_actual_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,Dips (can be weighted),actual,3,12,45,,7,,2025-07-02T06:05:31.547316300+00:00
Block4_DBBicepCurls*optional_w5_d3_prescribed_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,DB Bicep Curls *optional,prescribed,3,8-12,,,7,,2025-07-02T06:05:31.547319100+00:00
Block4_DBBicepCurls*optional_w5_d3_actual_1751436331547,Block 4,8/21/2022,5,3,8/23/2022,DB Bicep Curls *optional,actual,5,10,30,,7,,2025-07-02T06:05:31.547321800+00:00
Block4_LowBarSquatswbelt(topsettwotimes)_w5_d4_prescribed_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,Low Bar Squats w/belt (top set two times),prescribed,1,1,,475,8.5,,2025-07-02T06:05:31.547329200+00:00
Block4_LowBarSquatswbelt(topsettwotimes)_w5_d4_actual_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,Low Bar Squats w/belt (top set two times),actual,1,1,473,,8.5,Did a lot more warm ups today,2025-07-02T06:05:31.547333100+00:00
Block4_LowBarSquatswbelt_w5_d4_prescribed_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,Low Bar Squats w/belt,prescribed,3,3,,base on above,7,,2025-07-02T06:05:31.547336300+00:00
Block4_LowBarSquatswbelt_w5_d4_actual_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,Low Bar Squats w/belt,actual,2,3,418,,7,Cut a set short. Quads are recked/cramping,2025-07-02T06:05:31.547339200+00:00
Block4_1sPauseBenchPress_w5_d4_prescribed_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,1s Pause Bench Press,prescribed,1,1,,find,8,,2025-07-02T06:05:31.547342100+00:00
Block4_1sPauseBenchPress_w5_d4_actual_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,1s Pause Bench Press,actual,1,1,352,,8,,2025-07-02T06:05:31.547344700+00:00
Block4_1sPauseBenchPress_w5_d4_prescribed_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,1s Pause Bench Press,prescribed,4,2,,base on above,7,,2025-07-02T06:05:31.547347500+00:00
Block4_1sPauseBenchPress_w5_d4_actual_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,1s Pause Bench Press,actual,4,2,330,,7,,2025-07-02T06:05:31.547350+00:00
Block4_DBKBRows(chestoninclinebench)_w5_d4_prescribed_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,DB/KB Rows (chest on incline bench),prescribed,3,8-12,,,7,,2025-07-02T06:05:31.547354400+00:00
Block4_DBKBRows(chestoninclinebench)_w5_d4_actual_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,DB/KB Rows (chest on incline bench),actual,3,12,55,,7,,2025-07-02T06:05:31.547357700+00:00
Block4_SeatedDBShoulderPress_w5_d4_prescribed_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,Seated DB Shoulder Press,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.547361100+00:00
Block4_SeatedDBShoulderPress_w5_d4_actual_1751436331547,Block 4,8/21/2022,5,4,8/24/2022,Seated DB Shoulder Press,actual,3,10,55,,7,,2025-07-02T06:05:31.547363900+00:00
Block4_SumoDeadliftswbelt_w5_d5_prescribed_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Sumo Deadlifts w/belt ,prescribed,1,1,,find/add 5-10,8,,2025-07-02T06:05:31.547369900+00:00
Block4_SumoDeadliftswbelt_w5_d5_actual_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Sumo Deadlifts w/belt ,actual,1,1,483,,8.5,,2025-07-02T06:05:31.547374800+00:00
Block4_SumoDeadliftswbelt_w5_d5_prescribed_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Sumo Deadlifts w/belt ,prescribed,3,4,,base on above,7,,2025-07-02T06:05:31.547378+00:00
Block4_SumoDeadliftswbelt_w5_d5_actual_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Sumo Deadlifts w/belt ,actual,3,4,420,,7.5,,2025-07-02T06:05:31.547381200+00:00
Block4_FeetUpCloseGripBench_w5_d5_prescribed_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Feet Up Close Grip Bench,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.547384200+00:00
Block4_FeetUpCloseGripBench_w5_d5_actual_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Feet Up Close Grip Bench,actual,3,8,240,,7,,2025-07-02T06:05:31.547387200+00:00
Block4_WeightedPullups_w5_d5_prescribed_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Weighted Pullups,prescribed,3,4-6,,,7,,2025-07-02T06:05:31.547389900+00:00
Block4_WeightedPullups_w5_d5_actual_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Weighted Pullups,actual,3,4,55,,7.5,,2025-07-02T06:05:31.547392400+00:00
Block4_HeelElevatedGobletSquats_w5_d5_prescribed_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Heel Elevated Goblet Squats,prescribed,3,12-15,,,7,,2025-07-02T06:05:31.547395400+00:00
Block4_HeelElevatedGobletSquats_w5_d5_actual_1751436331547,Block 4,8/21/2022,5,5,8/25/2022,Heel Elevated Goblet Squats,actual,3,15,45,,7,,2025-07-02T06:05:31.547398200+00:00
Block4_LowbarSquatswbelt_w1_d1_prescribed_1751436331547,Block 4,430/315/450,1,1,430/315/450,Lowbar Squats w/belt,prescribed,,Lowbar Squats w/belt,,3,3,,2025-07-02T06:05:31.547406900+00:00
Block4_LowbarSquatswbelt_w1_d1_actual_1751436331547,Block 4,430/315/450,1,1,430/315/450,Lowbar Squats w/belt,actual,,365,6,,3,3,2025-07-02T06:05:31.547409900+00:00
Block4_LowbarSquatswbelt_w1_d1_prescribed_1751436331547,Block 4,430/315/450,1,1,430/315/450,Lowbar Squats w/belt,prescribed,,1s Pause Bench Press,,1,1,,2025-07-02T06:05:31.547413100+00:00
Block4_LowbarSquatswbelt_w1_d1_actual_1751436331547,Block 4,430/315/450,1,1,430/315/450,Lowbar Squats w/belt,actual,,335,,,1,1,2025-07-02T06:05:31.547416100+00:00
Block4_1sPauseBenchPress_w1_d1_prescribed_1751436331547,Block 4,430/315/450,1,1,430/315/450,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,4,3,,2025-07-02T06:05:31.547419+00:00
Block4_1sPauseBenchPress_w1_d1_actual_1751436331547,Block 4,430/315/450,1,1,430/315/450,1s Pause Bench Press,actual,,305,5.5,,4,3,2025-07-02T06:05:31.547421700+00:00
Block4_1sPauseBenchPress_w1_d1_prescribed_1751436331547,Block 4,430/315/450,1,1,430/315/450,1s Pause Bench Press,prescribed,,Sumo Deadlifts w/belt,,3,1,,2025-07-02T06:05:31.547424500+00:00
Block4_1sPauseBenchPress_w1_d1_actual_1751436331547,Block 4,430/315/450,1,1,430/315/450,1s Pause Bench Press,actual,,385,5,,3,1,2025-07-02T06:05:31.547427300+00:00
Block4_PendlayRows_w1_d1_prescribed_1751436331547,Block 4,430/315/450,1,1,430/315/450,Pendlay Rows,prescribed,,Hanging Leg Raises,,2,up to RPE,,2025-07-02T06:05:31.547429900+00:00
Block4_PendlayRows_w1_d1_actual_1751436331547,Block 4,430/315/450,1,1,430/315/450,Pendlay Rows,actual,,Bw,6,,2,20,2025-07-02T06:05:31.547432500+00:00
Block4_HangingLegRaises_w1_d1_prescribed_1751436331547,Block 4,430/315/450,1,1,430/315/450,Hanging Leg Raises,prescribed,,DAY 2,,,,,2025-07-02T06:05:31.547435300+00:00
Block4_1sPauseBenchPress_w1_d3_prescribed_1751436331547,Block 4,430/315/450,1,3,430/315/450,1s Pause Bench Press,prescribed,,DB Bicep Curls *optional,,2,8-12,,2025-07-02T06:05:31.547441900+00:00
Block4_1sPauseBenchPress_w1_d3_actual_1751436331547,Block 4,430/315/450,1,3,430/315/450,1s Pause Bench Press,actual,,,6,,,,2025-07-02T06:05:31.547444200+00:00
Block4_Pullups_w1_d3_prescribed_1751436331547,Block 4,430/315/450,1,3,430/315/450,Pullups,prescribed,,DAY 4     OFF,,,,,2025-07-02T06:05:31.547446600+00:00
Block4_Dips(canbeweighted)_w1_d3_prescribed_1751436331547,Block 4,430/315/450,1,3,430/315/450,Dips (can be weighted),prescribed,,DAY 5,,,,,2025-07-02T06:05:31.547450600+00:00
Block4_LowBarSquatswbelt_w1_d4_prescribed_1751436331547,Block 4,430/315/450,1,4,430/315/450,Low Bar Squats w/belt,prescribed,,DAY 7,,,,,2025-07-02T06:05:31.547457800+00:00
Block4_LowbarSquatswbelt_w6_d1_prescribed_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,Lowbar Squats w/belt,prescribed,3,3,,350,6,,2025-07-02T06:05:31.547470+00:00
Block4_LowbarSquatswbelt_w6_d1_actual_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,Lowbar Squats w/belt,actual,3,3,365,,5,,2025-07-02T06:05:31.547472800+00:00
Block4_LowbarSquatswbelt_w6_d1_prescribed_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,Lowbar Squats w/belt,prescribed,1,1,,335,rate,,2025-07-02T06:05:31.547475900+00:00
Block4_LowbarSquatswbelt_w6_d1_actual_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,Lowbar Squats w/belt,actual,1,1,335,,7,,2025-07-02T06:05:31.547478600+00:00
Block4_1sPauseBenchPress_w6_d1_prescribed_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,1s Pause Bench Press,prescribed,4,3,,base on above,5.5,,2025-07-02T06:05:31.547481500+00:00
Block4_1sPauseBenchPress_w6_d1_actual_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,1s Pause Bench Press,actual,4,3,305,,6,,2025-07-02T06:05:31.547484100+00:00
Block4_1sPauseBenchPress_w6_d1_prescribed_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,1s Pause Bench Press,prescribed,3,1,,385,5,,2025-07-02T06:05:31.547487+00:00
Block4_1sPauseBenchPress_w6_d1_actual_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,1s Pause Bench Press,actual,3,1,385,,4-5,,2025-07-02T06:05:31.547489500+00:00
Block4_PendlayRows_w6_d1_prescribed_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,Pendlay Rows,prescribed,2,up to RPE,,,6,,2025-07-02T06:05:31.547492100+00:00
Block4_PendlayRows_w6_d1_actual_1751436331547,Block 4,9/1/2022,6,1,9/1/2022,Pendlay Rows,actual,2,20,,,7,,2025-07-02T06:05:31.547494600+00:00
Block4_1sPauseBenchPress_w6_d3_prescribed_1751436331547,Block 4,9/1/2022,6,3,9/3/2022,1s Pause Bench Press,prescribed,2,8-12,,,6,,2025-07-02T06:05:31.547501900+00:00
Block5_LowbarSquatswbelt_w1_d1_prescribed_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Lowbar Squats w/belt,prescribed,1,2,,find,7,,2025-07-02T06:05:31.788388200+00:00
Block5_LowbarSquatswbelt_w1_d1_actual_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Lowbar Squats w/belt,actual,1,2,445,,7,,2025-07-02T06:05:31.788393700+00:00
Block5_LowbarSquatswbelt_w1_d1_prescribed_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Lowbar Squats w/belt,prescribed,3,6,,use calc,6,,2025-07-02T06:05:31.788398+00:00
Block5_LowbarSquatswbelt_w1_d1_actual_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Lowbar Squats w/belt,actual,3,6,385,,6,,2025-07-02T06:05:31.788401600+00:00
Block5_1sPauseBenchPress_w1_d1_prescribed_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,1s Pause Bench Press,prescribed,1,2,,find,7,,2025-07-02T06:05:31.788405500+00:00
Block5_1sPauseBenchPress_w1_d1_actual_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,1s Pause Bench Press,actual,1,2,315,,7,,2025-07-02T06:05:31.788409200+00:00
Block5_1sPauseBenchPress_w1_d1_prescribed_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,1s Pause Bench Press,prescribed,3,6,,use calc,6,,2025-07-02T06:05:31.788413600+00:00
Block5_1sPauseBenchPress_w1_d1_actual_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,1s Pause Bench Press,actual,3,6,275,,6,,2025-07-02T06:05:31.788417100+00:00
Block5_PendlayRows_w1_d1_prescribed_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Pendlay Rows ,prescribed,3,8-12,,,7,,2025-07-02T06:05:31.788420600+00:00
Block5_PendlayRows_w1_d1_actual_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Pendlay Rows ,actual,3,12,135,,7,,2025-07-02T06:05:31.788424200+00:00
Block5_Abs(hanginglegraisesorabroller)_w1_d1_prescribed_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Abs (hanging leg raises or ab roller),prescribed,3,10-15,,,8,,2025-07-02T06:05:31.788429800+00:00
Block5_Abs(hanginglegraisesorabroller)_w1_d1_actual_1751436331788,Block 5,9/4/2022,1,1,9/4/2022,Abs (hanging leg raises or ab roller),actual,3,10,,,8,Roller,2025-07-02T06:05:31.788434100+00:00
Block5_3sPauseBenchPress_w1_d3_prescribed_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,3s Pause Bench Press,prescribed,1,1,,find,7,,2025-07-02T06:05:31.788444600+00:00
Block5_3sPauseBenchPress_w1_d3_actual_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,3s Pause Bench Press,actual,1,1,330,,7,,2025-07-02T06:05:31.788448100+00:00
Block5_1sPauseBenchPress_w1_d3_prescribed_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,1s Pause Bench Press,prescribed,3,5,,base on day 1,6,,2025-07-02T06:05:31.788451700+00:00
Block5_1sPauseBenchPress_w1_d3_actual_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,1s Pause Bench Press,actual,3,5,280,,5,,2025-07-02T06:05:31.788455100+00:00
Block5_SumoDeadliftswbelt_w1_d3_prescribed_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,Sumo Deadlifts w/belt,prescribed,4,3,,78% of last block 1RM,5,,2025-07-02T06:05:31.788458900+00:00
Block5_SumoDeadliftswbelt_w1_d3_actual_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,Sumo Deadlifts w/belt,actual,4,3,395,,5,,2025-07-02T06:05:31.788462500+00:00
Block5_Pullups*canbeweighted_w1_d3_prescribed_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,Pullups *can be weighted,prescribed,3,6-10,,,8-9,,2025-07-02T06:05:31.788467700+00:00
Block5_Pullups*canbeweighted_w1_d3_actual_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,Pullups *can be weighted,actual,3,6,55,,9,,2025-07-02T06:05:31.788471100+00:00
Block5_BBRDL's_w1_d3_prescribed_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,BB RDL's,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.788474300+00:00
Block5_BBRDL's_w1_d3_actual_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,BB RDL's,actual,3,8,200,,7,,2025-07-02T06:05:31.788477300+00:00
Block5_BBSkullcrushers_w1_d3_prescribed_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,BB Skullcrushers,prescribed,2,8-12,,,7,,2025-07-02T06:05:31.788480600+00:00
Block5_BBSkullcrushers_w1_d3_actual_1751436331788,Block 5,9/4/2022,1,3,9/6/2022,BB Skullcrushers,actual,3,12,55,,7,,2025-07-02T06:05:31.788484100+00:00
Block5_LowbarSquatswbelt_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Lowbar Squats w/belt,prescribed,1,1,,find,7,,2025-07-02T06:05:31.788494500+00:00
Block5_LowbarSquatswbelt_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Lowbar Squats w/belt,actual,1,1,450,,7,,2025-07-02T06:05:31.788498100+00:00
Block5_LowbarSquatswbelt_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Lowbar Squats w/belt,prescribed,3,4,,use calc,6,,2025-07-02T06:05:31.788501800+00:00
Block5_LowbarSquatswbelt_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Lowbar Squats w/belt,actual,3,4,395,,6,,2025-07-02T06:05:31.788505300+00:00
Block5_1sPauseBenchPress_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,1s Pause Bench Press,prescribed,1,1,,find,7,,2025-07-02T06:05:31.788508800+00:00
Block5_1sPauseBenchPress_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,1s Pause Bench Press,actual,1,1,340,,7,,2025-07-02T06:05:31.788512200+00:00
Block5_1sPauseBenchPress_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,1s Pause Bench Press,prescribed,4,3,,use calc,6,,2025-07-02T06:05:31.788515600+00:00
Block5_1sPauseBenchPress_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,1s Pause Bench Press,actual,4,3,308,,6,,2025-07-02T06:05:31.788519+00:00
Block5_UnilateralOHTricepExtensionswDB_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Unilateral OH Tricep Extensions w/DB,prescribed,2,6-10,,,7,,2025-07-02T06:05:31.788523400+00:00
Block5_UnilateralOHTricepExtensionswDB_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Unilateral OH Tricep Extensions w/DB,actual,3,10,50,,7,,2025-07-02T06:05:31.788527500+00:00
Block5_ConvDeadliftswbelt_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Conv Deadlifts w/belt,prescribed,1,2,,find,7,,2025-07-02T06:05:31.788535300+00:00
Block5_ConvDeadliftswbelt_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Conv Deadlifts w/belt,actual,1,2,462,,7,,2025-07-02T06:05:31.788539300+00:00
Block5_ConvDeadliftswbelt_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Conv Deadlifts w/belt,prescribed,3,4,,use calc,5.5,,2025-07-02T06:05:31.788543+00:00
Block5_ConvDeadliftswbelt_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Conv Deadlifts w/belt,actual,3,4,418,,5.5,,2025-07-02T06:05:31.788546800+00:00
Block5_CloseGripBenchPress_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Close Grip Bench Press,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.788550400+00:00
Block5_CloseGripBenchPress_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Close Grip Bench Press,actual,3,6,263,,7,,2025-07-02T06:05:31.788553700+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Meadows Rows OR Seal Rows (bumpers under bench),prescribed,2,6-10,,,7,,2025-07-02T06:05:31.788558400+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Meadows Rows OR Seal Rows (bumpers under bench),actual,3,10,135,,7,Boxes worked out,2025-07-02T06:05:31.788562800+00:00
Block5_Dips*canbeweighted_w1_d5_prescribed_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Dips *can be weighted,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.788566500+00:00
Block5_Dips*canbeweighted_w1_d5_actual_1751436331788,Block 5,9/4/2022,1,5,9/8/2022,Dips *can be weighted,actual,3,8,55,,7,,2025-07-02T06:05:31.788570+00:00
Block5_LowbarSquatswbelt_w2_d1_prescribed_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Lowbar Squats w/belt,prescribed,1,2,,find,7-8,,2025-07-02T06:05:31.788577800+00:00
